Sentence,Emotion
"The old king was still very angry with his youngest son, and thought that he really meant to have taken away his life; so he called his court together, and asked what should be done, and all agreed that he ought to be put to death",2
"""He is still alive,"" said the huntsman; ""and I am glad that I had pity on him, but let him go in peace, and brought home his royal coat.",4
"At this the king was overwhelmed with joy, and made it known thoughout all his kingdom, that if his son would come back to his court he would forgive him",4
"So he journeyed on, thinking of her all the way, and rode so quickly that he did not even see what the road was made of, but went with his horse straight over it; and as he came to the gate it flew open, and the princess welcomed him with joy, and said he was her deliverer, and should now be her husband and lord of the kingdom",4
"And now the old king gathered together his court, and asked all his kingdom to come and celebrate the wedding of his son and the princess",4
"And young and old, noble and squire, gentle and simple, came at once on the summons; and among the rest came the friendly dwarf, with the sugarloaf hat, and a new scarlet cloak",4
"And all the good people they danced and they sung, And feasted and frolick""d I can""t tell how long",4
"But when he saw it he could not deny himself the pleasure of tasting it, so he cut of a little bit and put it into his mouth",4
"The king ordered the man to be brought before him, and threatened with angry words that unless he could before the morrow point out the thief, he himself should be looked upon as guilty and executed",2
In his trouble and fear he went down into the courtyard and took thought how to help himself out of his trouble,3
"They were telling one another of all the places where they had been waddling about all the morning, and what good food they had found; and one said in a pitiful tone: ""Something lies heavy on my stomach; as I was eating in haste I swallowed a ring which lay under the queen""s window.",6
"They leapt with delight, put out their heads, and cried to him: ""We will remember you and repay you for saving us!",4
"Then they came hopping up to it, satisfied their hunger, and cried: ""We will remember you--one good turn deserves another!",4
"All the people grieved for the handsome youth; then they went away, leaving him alone by the sea",6
Full of joy he took it to the king and expected that he would grant him the promised reward,4
"But when the proud princess perceived that he was not her equal in birth, she scorned him, and required him first to perform another task",2
"The youth sat down in the garden and considered how it might be possible to perform this task, but he could think of nothing, and there he sat sorrowfully awaiting the break of day, when he should be led to death",6
"The youth, full of joy, set out homewards, and took the Golden Apple to the king""s beautiful daughter, who had now no more excuses left to make",4
"They cut the Apple of Life in two and ate it together; and then her heart became full of love for him, and they lived in undisturbed happiness to a great age",4
"The willow-wren with his army also came flying through the air with such a humming, and whirring, and swarming that every one was uneasy and afraid, and on both sides they advanced against each other",3
"There was once upon a time an old goat who had seven little kids, and loved them with all the love of a mother for her children",4
"Then the old one bleated, and went on her way with an easy mind",4
"The miller thought to himself: ""The wolf wants to deceive someone,"" and refused; but the wolf said: ""If you will not do it, I will devour you.",2
"Then the miller was afraid, and made his paws white for him",3
They were terrified and wanted to hide themselves,3
Ah! what a sight she saw there,7
Then you may imagine how she wept over her poor children,6
"At length in her grief she went out, and the youngest kid ran with her",6
"""Ah, heavens,"" she said, ""is it possible that my poor children whom he has swallowed down for his supper, can be still alive?",7
What rejoicing there was,4
"They embraced their dear mother, and jumped like a tailor at his wedding",4
"When the seven kids saw that, they came running to the spot and cried aloud: ""The wolf is dead",4
"The wolf is dead!"" and danced for joy round about the well with their mother",4
"""How lonely it is, wife,"" said he, as he puffed out a long curl of smoke, ""for you and me to sit here by ourselves, without any children to play about and amuse us while other people seem so happy and merry with their children!",6
"""What you say is very true,"" said the wife, sighing, and turning round her wheel; ""how happy should I be if I had but one child",6
"So they said, ""Well, we cannot say we have not got what we wished for, and, little as he is, we will love him dearly.",4
"When the time came the mother harnessed the horse to the cart, and put Tom into his ear; and as he sat there the little man told the beast how to go, crying out, ""Go on!"" and ""Stop!"" as he wanted: and thus the horse went on just as well as if the woodman had driven it himself into the wood",7
"""Good night, my masters!"" said he, ""I""m off! mind and look sharp after me the next time.",4
"He still, however, slept on, and did not awake till he found himself in the mouth of the cow; for the cook had put the hay into the cow""s rick, and the cow had taken Tom up in a mouthful of it",7
"But he soon found out where he really was; and was forced to have all his wits about him, that he might not get between the cow""s teeth, and so be crushed to death",3
"""It is rather dark,"" said he; ""they forgot to build windows in this room to let the sun in; a candle would be no bad thing.",3
"A hungry wolf sprang out, and swallowed up the whole stomach, with Tom in it, at one gulp, and ran away",7
"And his father said, ""Heaven be praised! we have found our dear child again""; and he told his wife not to use the scythe for fear she should hurt him",4
"Then he aimed a great blow, and struck the wolf on the head, and killed him on the spot! and when he was dead they cut open his body, and set Tommy free",4
"""Ah!"" said the father, ""what fears we have had for you!",4
"""Yes, father,"" answered he; ""I have travelled all over the world, I think, in one way or other, since we parted; and now I am very glad to come home and get fresh air again.",4
"""Well,"" said they, ""you are come back, and we will not sell you again for all the riches in the world.",4
"Then they hugged and kissed their dear little son, and gave him plenty to eat and drink, for he was very hungry; and then they fetched new clothes for him, for his old ones had been quite spoiled on his journey",4
One day there was an elf walking on a forest path.,
"As he was walking, he came upon a
person named Mat.",
"Mat asked the elf, "" Where are you going?""",
"The elf said, ""I'm going down the path.""",
""" Can I come along?""",
"""Sure,"" said the elf, "" but beware, the bush is really wild, the grass is pretty high and the
water is very deep!",3
"Do you still want to go?""",
"Mat said, ""Well, if you put that way, I guess I'll change my mind.",6
So the elf left.,
"Mat really
didn't trust the elf so he decided to follow him.",
"In a very short time Mat saw that the elf had
tried to trick him.",2
"The grass was not high and there weren't any wild bushes and the water
was not deep at all.",
The elf just didn't wanted Mat around at all.,
"Mat jumped out from behind the bushes and said to the elf, ""You tried to trick me. Why
didn't you let me come with you?""",2
The elf felt badly and he told Mat that he was sorry.,6
"He asked Mat to come with him and the
two kept on walking.",
They walked until they came to another guy named Brian.,
"Brian asked
them where they were going.",
"The elf said, ""We are going for a walk in the forest.",
"Would you like to come?""",
"Brian said, "" No thank you.",
"I hear from Mat's friends that the bushes were wild and the
grass is pretty high and the water is pretty deep.""",3
"The elf replied, ""I just told him those things.",
"But really they are not as bad as I said they
are.",
You can ask Mat yourself.,
"This is Mat.""",
"But Brian said, "" I will pass on that.""",
"The elf said, ""OK with me.",
We'll go ourselves.,
"Don't say we didn't ask you come along for
the walk.""",
Mat and the elf went off into the forest.,
"They were hungry so the began to search for some
food to eat.",
"As they were looking, they ran into Larry.",
"He asked them, ""Where are you
going?""",
"""We're going to the forest for a walk.",
"Would you like to come with us?""",
"asked the
elf.",
"Larry said, ""Yes, I would like to come with you.",4
"How far are you going?""",
"""Oh we are going as far as we can go.""",
"""I would like to come with you.",4
"I'm going by myself and there is not going be anyone
around to talk to.""",
"The elf said, "" Together we can explore many wonderful things.",4
"We three can enjoy our
walk together.",4
"It's much better to do things with friends than it is to do things alone.""",4
To this they all agreed and so off they went together.,
Once upon a Christmas holiday there was a poor family.,6
"There was a mother and father and
two little ones.",
"The family was so poor that they had no place to live except in an old car
out in the back streets.",6
"People that knew of them didn't understand their situation because
they didn't try to understand.",
"The town people would call them names and point fingers at
them.",
"One day the two little ones went up to their mother and father and asked, "" Why do we live
in a car and not in a house?",6
"Why aren't we in school?""",6
"They had tears rolling down their
cheeks.",6
"Both parents sat them down, "" Dear children, we do not have these things because we don't
have jobs.",
We have tried to hang on to our jobs.,
"It seems the people we always help are
too worried.",
They worry about the way people look and not the work itself.,6
"We have little
money to buy new clothes.",
We've tried to ask people for help but we can't get it.,6
"That's why
we aren't able to have the things that others have.""",
"The children understood and didn't ever
ask again.Their parents sent them to the car to go to bed.",
"It was the next day and it was the mother's
turn to go out and see if anyone would hire her.",
There was no luck at all.,6
"So the mother and
father sat down and talked about what they could try to do about the problems and make
their children's dream come true.",
"That day a rich man, by the name of Joe, came into town.",
"Joe had so much money in his
pockets that he didn't know what to do with it all.",
"Joe was the kind of person that couldn't
have children.",
He wished that one day he could have children.,
"He thought about adopting
children some day.",
He wasn't quite sure what to do.,
Joe' had a heart of gold.,4
"He never
thought about himself; he was always thinking of others and what they need.",
As he was driving along this night he noticed a family of four.,
"They were picking through the
garbage for food; to keep warm they stood by a flaming garbage bin.",
"He noticed that they
were wearing rags.",
Their faces were dirty and their hair was messed really badly.,6
"Joe
walked by and thought some more about what he should do.",
The next day the mother and father went out to look for work.,
"It was coming close to
Christmas Eve and they wanted to try to find work once more before everything had closed.",
Door to door they went.,
"Every where they went they were booted out, rejected, and doors
slammed in their faces.",
Joe was to witness this and he felt really badly.,6
"He couldn't believe how selfish the people
who lived in town were.",2
Joe wanted to do something about it.,
"He thought for awhile, then
he realized this family had something that he wanted and that was a family.",
"Joe had
something that they wanted.",
This was a home.,
So Joe decided he would approach them.,
"""I have been watching you since I came into town.",
"I have seen you and your wife trying to make a living but when you have not been able to
find work, you can't make a living that way.",
I've been thinking for couple of days.,
"I have
something you want.",
This is a home.,
You have something that I want.,
This is a family.,
I want to invite you into my home for Christmas.,
"After Christmas if you want to be a part of
my family or should I say if I could be apart of your family, we can discuss it""",
"The family
said, ""Yes!""",4
After Christmas they all agreed that they should become a family.,4
"The children
began school.",4
The parents got a job and they lived 4 ever after.,4
"A long, long time ago, there was a rabbit that lived in a beautiful mountain.",4
"He was a 4
and clever rabbit.",4
His best friend was an old eagle.,
Also there on the mountain was a witch.,
The witch liked to eat children.,3
"She would always
go outside to search for her food.",
"One day as the rabbit played at the foot of the mountain, he saw a lady crying.",
"She cried so
that the rabbit felt pity on her.",6
The rabbit run to the lady.,
"""Mamma, what is the cause for your crying? """,6
"The lady couldn't stop crying, ""I went to the mill an hour ago.",
"When I got back my baby had
been stolen.",6
"I can't live without my baby.""",6
She continued crying.,6
"""Don't cry.""",
said the rabbit.,
"""My friends and I will try to find your baby.",
"Quickly follow me.""",
The rabbit was pretty sure that was the witch had taken the child.,
"He was afraid of the
witch had eaten the baby already.",3
He hoped they were not too late.The rabbit found the eagle quickly.,
"He told the story to him, He asked the eagle to help him
search.",
The eagle flew off.,
"Just a few minutes later, the eagle came back.",
"He had found the
baby.",
The witch had put him in a cage and hung it up in the tree in front of her house.,
"The
eagle also told the rabbit that the witch was getting ready to cook so they must hurry,
otherwise it would be late.",
The rabbit run to the witch house as the eagle followed in the air above.,
"They saw smoke
coming out from the witch's house They knew she was about to start cooking.",
"The rabbit
was so worried.",6
Suddenly he got an idea.,7
"He shouted, ""Witch!",
"Come here, I am going to
dance for you.""",4
The witch didn't want to see the rabbit dancing.,
"She said, ""Don't bother me, I am busy
cooking.",2
I have no time to watch you dancing.,2
"I want to eat my delicious food.""",4
The rabbit didn't give up.,
"He shouted again, ""Witch, I learned a new dance.",4
It is really good.,4
Come here.,
I will show you my new style dance.,
The time is still early.,
It is not late.,
"After
you finish watching my new style dance you will have lots of time to eat.",
"Come, Witch!""",
Finally the witch came out of the house.,
She watched the rabbit dance in her backyard.,
"She
laughed and she laughed; she forgot her lunch.",4
"After a half an hour, the witch suddenly remember her cooking and she said, ""Rabbit, stop
dancing.",2
"I must continue cooking.""",2
"And then back into her house, she went.",
She found that cage was no longer in the tree.,
"It was then that she became aware that the
rabbit had played a trick on her.",
"The baby had been taken away while she was watching the
rabbit's dancing.",
"She was really 2 and went back into the yard to find the rabbit, but
the rabbit had already gone.",2
"""Well, young trickster if I ever get hold of you I'll eat you.""",2
screamed the witch.,2
The eagle had taken the baby home while the rabbit was dancing.,
"The lady got her baby
and she was so very 4.",4
The witch was so very 2.,2
She tried to find the rabbit everywhere.,2
"But she could not find
him.",
"Until one day, she heard a drumming sound coming from the mountain.",7
"She ran
toward the sound.",
There she found the rabbit playing the drums.,
"She cackled loudly ""I found you at last.",2
"You will be sorry that you tricked me and stole my
lunch.",2
"Now you will be my lunch.""",2
"The rabbit pretended he didn't understand the witch said, ""What are you talking about?",
There are hundreds of rabbits on the mountain.,
"It must be another rabbit, I am a good
rabbit.""",4
"""Where?Where are the others?""the witch asked.",2
"The rabbit pointed to the big hive in the tree, and he told the witch, ""That is a new drum.",
Hit it hard.,
"When the rabbits hear the sound, they will come out.",
"""The witch believed the rabbit, and took the drumstick.",
"""Ready,"" the rabbit told her, "" I'll say
one, two, three and you begin to hit the drum.""",
"Then the rabbit ran far from the tree, and
loudly shouted, ""One, two, three, begin.""",
The witch hit the hive hard.,
You know what happened then?,
"A swarm of the wasps came
out.",
The witch couldn't hide anywhere.,
The wasps stung her.,
She screamed and run away.,2
She was never seen again.,4
This story begins a long time ago in the 1800's.,
"The story takes place in a beautiful
meadow.",4
There were high mountains surrounding the meadow.,
The people in the village often told tales that something evil lived in the meadow.,3
"The
people told tales of mysterious creatures.",3
"People from the near by village were frightened
by the tales.",3
Most would not go into the meadow.,
"There was only one person, Tannus was her name, who did not fear the stories.",
"Her
grandmother had told her about the strange creature that the people feared.",
"She had told
Tannus that this creature was special and only people who believed would see it.",
"Her
grandmother had called it a unicorn.",
Tannus remembered this story.,
"She would go to the
meadow and to look for the unicorn but she had never seen it.",
But she believed in it.,
One day Tannus was in meadow walking.,
Once again she was looking for the unicorn.,
"As
she walked she saw something from the corner of her eye.",7
"She turned to look and there it
was the unicorn.The unicorn had a beautiful white coat.",7
Its long mane was covered with gold dust.,
"His wings
looked like they were on fire.",7
"When Tannus saw it she remembered something more from
Grandmother's story.",
The unicorn's horn was said to have magic powers.,
"Grandmother had
said that if a person touches it she would receive three wishes.",
Tannus looked at the beautiful unicorn.,4
She slowly walked toward it.,
"She reached out her
hand and stroked its mane gently.",
The unicorn knelt and allowed Tannus to get on its back.,
Together they rode to the village.,
"When Tannus's mother saw them she called out, ""Get off that wild thing!""",3
"Tannus said, "" No!",4
It's not wild mother.,4
All that he needs is a friend.,4
He needs some love.,4
"Mom, come for a ride with me?""",4
"Mother said, ""No, Tannus!",3
We don't know anything about him.,3
"What does he eat?""",3
"""He eats grass.",
Grandmother told me about him when I was young.,
"She told me that I
could make a wish if I touch its horn and that the wish would come true.",
Tannus touched its horn and she made a wish.,
She wished for a castle.,
"Suddenly the castle
appeared.",7
It had solid gold trim.,
The ballroom floor was made out of pearls.,
"The pillars were
solid gold.",
Tannus wished a second time.,
"This time she wished for more unicorns so that her unicorn
could be 4 for the rest of his life and then there were more unicorns walking and
playing in the meadow.",4
She made a third wish and she wished for a prince for herself and the prince appeared.,7
"The
prince was having so much fun with to the beautiful unicorns.",4
"He was so amazed and 4
that he made his wishes for Tannus' mom.",7
The prince wished for a king for Tannus' mom.,
Tannus' mother was so 4 that she could have all the things that she wanted in her life.,4
"Now they could live happily ever after, and they did.",4
Many moons ago there was a folk tale passed down from generation to generation.,
"The
story is about the Cho-Cho Man or the Boogie Man.",
"It all began with a young boy named
Dakota.",
Dakota's mother had asked him to gather some firewood for the evening fire.,
"The nights
were getting cooler.",3
"Instead of doing the chore right away, Dakota figured he had enough
sunlight left to do two things.",
"He would gather the firewood after he played with his friends
Morgan, Joey, and Bo.",
"Not long after, his mother began to wonder why Dakota never came with any firewood.",7
Night had fallen fast and it was too hard to see the firewood.,
Dakota realized what had happened.,
"He told his friends about his predicament and they said
that they would help their friend.",
"Soon after, the young boys were gathering wood in the
dark.",
Dakota's mother was worried that something had happened.,6
She went looking for Dakota.,
"Not long after, she heard the boys.",
She had mixed feelings.,6
"She was 4 to see Dakota
",4
but she was also mad that he hadn't listened to his mother.,2
"She wanted to teach Dakota and his friends a lesson so she sneaked into the bush very
quietly.",
Then she picked up a twig and threw it.,
The twig hit the ground making noise.,
"It
caught the boys' attention.",7
She threw another broken twig in the opposite direction.,
"The
boys jumped.",
"The mother had a hard time holding back her laughter and a muffled moan
sounded through her fingers.",4
The boys were definitely scared.,3
But Dakota was the brave one.,4
He ventured forward.,
"The
mother moaned again; she threw another twig.",
The boys were transfixed.,
"Once more the
mother moaned in a low and deep voice, ""Listen to your mother.""",
The boys dropped everything and ran.,
"The mother could not hold back her laughter and the
boys, hearing this, scurried home even faster.",4
"After the mother had picked up some firewood, she proceeded home, where she found
Dakota in tears.",
"Dakota exclaimed, ""Mother, Mother I'm sorry I didn't listen to you.""",6
His mother held him with love and she knew that he was truly sorry.,4
"From then on when
Dakota felt like not listening, the mother would mention, ""The boogie-man will scare you if
you misbehave.""",
Once upon a time there was a sailboat named Troy.,
"He always tried so hard to do his job
right.",
"One day Troy's father came up to him and told Troy that he was going to have a long
journey tomorrow.",
Troy would need another sailboat to come with him.,
"He had to decide whom he wanted to
take.",
Troy thought about taking sailboat Sabin but Sabin was too small and weak.,6
"Then
Troy thought about sailboat Trinelle.",
"""No!",
"He said to himself, ""She is a girl.""",
"""Hey!I know who I can take, Shaleisha"".",7
"Once again he thought about his choice and again
he said, ""No, I can't take her.",
She can't carry anything that's heavy; she will probably sink.,6
I really don't know whom I can take.,
Boy-oh-Boy!'',
"he said to himself, ""Think, think, think!",
That's what I always do!,
"I'm going to give myself a headache"".",6
"Suddenly, his eyes grew bright.",7
He had an idea!,7
"""Jessica sailboat!",7
"I know she is a girl but
she's big and a little wiser than I am.",4
Wow!,7
"I'm going to have a wonderful time with her
tomorrow.",4
"Well, now that I know whom I'm taking, I'm going to bed.",
"I have a long
journey.",
"""Troy woke up early in the morning.",
His mother had made him breakfast.,
"""This is so
wonderful that you are going to take your cousin with you.",4
"But remember, you guys have to
be back at eight o'clock sharp!""",
"Troy nodded, ""Yes mother.""",4
Troy's father gave him the directions before they left.,
"""What are we going to pick up Dad?""",
said Troy.,
"Troy's dad said, ""You two are going to pick up some of your sister's dol l clothes at Lake
Moon Light, south of Meadow Land Park.""",
So the two sailboats started out.,
"They waved, ""See you guys this evening.""",4
"Father waved to them, "" You two have a good time sailing there.""",4
"As they were sailing south, they saw big mountains and birds flying above them.",
"Jessica
sailboat had idea, ""What if we go through a short cut so that way we could be back sooner
and have free time when we get home.",
"What do you think Troy noodle?""",
"Troy said, ""That sounds good to me.""",4
"By the time they got to their uncle's place they were so tired, they needed some rest.",
"So
they decided to visit their cousins for a while.",
"Then Troy noticed the time and told Jessica Sailboat, ""It's time to go now.",
"We have to be
back at eight o'clock, remember?""",
They had no time to waste.,
"This time they couldn't use their sails if they were to make it
home on time.",
"They started their motors up and waved back to their cousins, ""We'll see you
two soon.""",
Together they chugged along and they arrived home on time.,
"Troy gave his father the
clothes and his father said, "" You have done a good job.",4
"Your mother and I are proud of
you.",4
"Thank you.""",4
Once up on a time there was mischievous raccoon named John.,
"He lived with a man name
Jim.",
John lived with Jim in a big house in the country.,
One day Jim had to go to the city for some business.,
"He put on his tall, tall hat.",
"Jim always
wore a tall, tall hat wherever he went.",
Jim knew that if he left John alone he would most likely get into things that he shouldn't.,
Jim didn't like to leave John alone and Jim knew he had to take John with him to the city.,
Jim and John got in Jim's car and drove to the city.,
"John was very excited because he hadn't
been to the big city before.",4
"The closer the car got to the city, the more exited John got.",4
Finally they came to the hotel.,
Jim told John to stay in the car.,
"Jim talked to the man at the
front desk and he booked a room for two.",
Jim went to see how John was doing.,
"When Jim went to the car, the car was gone.",7
"Jim was
frightened.",3
He didn't know what to do.,6
A policeman came walking by just at that time.,
Jim was 4 to see him.,4
"He ran to the
policeman and said; ""My car is missing and John is in it.""",6
"The policeman said, ""I just saw a yellow car go rolling down the hill and there wasn't a
driver!""",
Jim was worried about what had happened to John and the car.,
"The policeman asked Jim
what had happened.",
Jim thought to himself.,
"Then he remembered that he had just had his brakes checked and
the man had said the brakes needed some work done very soon.",
Just then another policeman came running.,
"""I just saw a yellow car go down the hill.""",
"Both
the policemen and Jim went running down the hill.",
"At the bottom they saw the car resting
on the curb.",
"""Whew!",
"Are we lucky,"" said Jim.",4
Jim was very 4 at first but he wasn't 4 very long.,4
He didn't see John anywhere.,6
He looked and looked but John wasn't anywhere to be found.,
"Then as Jim turned around, out of the corner of his eye he saw Joh n sitting in a tree.",
"John
looked very scared.",3
Jim went over to the tree to help John.,
"Another policeman said he had seen John running
from the car after it had hit the curb.",
Jim was 4 that John wasn't hurt.,4
Together they went over to see if the car was all right.,4
John and Jim took the car to the garage and got the car fixed.,
"They both went to the hotel
to pick their things up.",
Jim and John went back to the country.,
That was where John was most 4.,4
Once upon a time there was a mouse named Michael and there was a Dog named Butch.,
They both lived in a two story house with a family of seven.,
"Michael lived in the basement
all by himself.",
Michael was a lonely mouse.,6
He couldn't talk to anyone.,6
"The little mouse
often went up stairs to go see what was going on.",
"Butch was a huge bull Dog, but he was a
friendly dog to everyone.",4
He was light brown with a short tail.,
"One night as the Simpson
family was watching movies, Butch decided to go down to the basement and check it out.",
"When he got down there, he sniffed around the little mouse on the old couch.",
"Michael
watched as Butch sniffed around his humble home.",
"Butch finally noticed Michael shaking in
one corner of couch.",
Butch slowly moved up to him.,
Butch looked curiously at Michael.,
"He asked, ""Who are you?""",
Michael mouth was wide open.,7
He was shocked to hear this creature talking to him.,7
"Michael
said in a shaky voice?",3
"""My name is Michael.",
"""Butch looked at Michael and told him ""Don't be afraid.""",4
"Butch started talking to Michael
about where he came from and the places he has been.",
"Michael felt at ease as Butch started
talking to him about his life.",
Weeks past by as Michael and Butch got to know each other.,
"Both Michael and Butch
started hanging out at Michael place, in the basement.",
"From there they became friends,
after so many years of being alone.",4
Michael's prayers were answered.,
"He was very 4
he found a friend to talk to.",4
Once upon a time there was an angel name Samantha.,
She was always getting into trouble.,6
Samantha would make up stories and she was always getting into a lot of hot water.,
"Some
of the other angels noticed this.",
They started talking about how they should deal with this.,
"One angel said, ""Maybe we could teach her a lesson.""",
They all agreed.,
"The next day they
called Sam into the cloud room.",
"The boss of all the angels asked Sam to go down to earth
and help someone in need.",
"Sam said, ""OK.""
""But there is one thing you must remember,"" the boss angel said, ""You will not have any
powers.""",
Sam did not think this was fair.,6
"The big boss gave Sam a very nasty look and he
ordered her ""Go!""",2
Down to earth she went.,
She had to find someone in need of help.,
"Samantha looked and
looked all over the place.On one street corner she spotted two kids and a small dog.",
"Sam came up to them and
asked how they were doing; they said they were fine.",
Sam asked if they needed any help.,
One child looked at her very strangely and said no.,
She moved on.,
Next she saw two animals wondering around.,
"""They look lost.""",6
She said to herself.,
"She went
up to them and they began to bark at her.",
Sam became very scared and upset.,3
"She did not
know what to do.",
She calmed herself down and started to talk to them.,
"When they heard
her voice they stopped barking at her.",
"The angel felt very 4 and so she helped the little
dogs find their way home.",4
"Samantha was thinking to herself, ""If I could help instead of being bad all the time then I
would feel good about what I have done.""",4
When the little angel got home the boss asked her if she had learned a lesson.,
"Sam told him
that she had.",
The big boss was very pleased.,4
"When Sam left the room, all the little angels asked her if she was all right.",
Sam said yes.,
Everyone was 4.,4
"Then, Sam and the other angels said their prayers and went to sleep.",4
"One day, JD, Brenda and I were watching TV and we saw an ad on TV.",
"The carnival was in
town on August 8-14.",
"JD and Brenda said, ""Can we go this year, Mom?""",
"I smiled at them and said, "" Yes, this year we will go.""",4
The children and I saved our money.,
"When August came around we went to the carnival at
the Exhibition Grounds.",
We were excited.,4
"The children wanted to see all the animals at the
carnival.",
"They wanted to see the tigers with their two-colored coats, the elephants, the
bears, the wolves and the unicorns.",
We started to walk.,
"The first animals we saw were the orange and black tigers and the
white and black tigers.",
The big cats put on a performance for us.,
"I said to the children, ""The orange and black tiger looks like Tigger.",
"See the way he walked
across and pounced down off the stand.",
"It looked like he wanted to talk to his mom and the
other two tigers.",
They look like young tigers.,
"Look the white and black and the orange and
black tigers are talking to you.""",
JD and Brenda were really excited.,4
"Then the tiger that look like Tigger began to talk to me, ""How come you say that I look like
Tigger?""asked the tiger.",2
"I was surprised that he was talking to me. """,7
"I - I think you look like Tigger because of the
way you walked and pounced off the stands.",
You remind me of the cartoon of Tigger.,
"You
pounce like he pounces in the forest.",
"Just then the two young tigers, the ones that were white and black, started talking to JD.",
"""It
must be nice to have freedom.",6
You are out in the world.,
"You are not stuck in a cage and
made to go from town to cities.""",
"JD looked at the tigers and said, ""Yes it is nice to be free.",
But still it must be nice to travel.,
"We don't travel around much to different cities or towns.""",
"The other orange and black tiger started to talk toward Brenda, ""Are you having fun looking
and talking to all the animals?""",
"Brenda replied, ""Yes, we are having fun.",4
"But we haven't seen all the animals yet.""",
"I heard my daughter's conversation and said, ""Come let's go see the bears and then the
elephants.""",
"""Yes.",
"Let's!""",
Brenda and JD said.,
We said goodbye to the tigers and we walked on to see the bears in their cages.,
"After, we went to the elephant's cages.",
We stopped and talked with the elephants.,
"We
asked the elephants how they liked being in the carnival and how old they were.",
"One
elephant said that she was about fifty years old and the other one said he was about
twenty-five years old.",
They said that they had been in the carnival for all of their lives.,
Our next stop was at the wolves.,
"We all like wolves so once again we stopped to talk with
them.",
The wolves talked to JD and Brenda.,
"They told us that they had only been in the
carnival for a few years.",
"They were surprised to see how many people like to see the
different animals.",7
But they were 6 that not many people stopped to talk.,
"""So, do you guys like us?""",
the wolves asked.,
"JD and Brenda said, ""Yes of course.",4
We like wolves very much.,4
"But we are sorry we can't
stay and talk longer.",
It's getting late and we still have to go to see the unicorns.,
"They are
the most beautiful animals of all.",4
Thank you for talking with us.,4
"Goodbye.""",4
Off we went to see the unicorns.,
"The unicorns had over heard the children saying that they
thought that unicorns were such beautiful animals.",4
"Before anyone could say anything, the
unicorns thanked the children.",4
"""You know many people do not believe in us and because of
that they can never see us.""",
"""Oh we believe in you and we find you to be the most fantastic animals.",4
"But it's so late now
and we have to go""JD, Brenda and I thanked the unicorns.",
"As we started to leave, the unicorns called out to
the other animals, ""Let's all say good bye.""",
"One unicorn said, ""I will count to three and we will say good bye.""",
"And he began to count, ""
One, two, three.""",
"And with a loud noise that almost sounded like thunder, all of the animals said good -bye
and good night.",
It had been a very special day for us.,4
"We had often talked to the animals but this was the
first time that the animals had talked to us.",
She closed her eyes and made a wish.,
She wished she could have five little stars.,
"She
wished they were hers to hold in her hands, to keep close to her heart and to care for and
to love forever.",4
"When she opened her eyes, something caught her eye.",7
"There were five twinkling stars all in
a row.",7
She knew these would be hers when the time was right.,
"They would be there
waiting.",
Time passed and when the time was right her first little star came to her.,
"She knew this star
was a boy so she named him Gabriel.",
He was so beautiful.,4
She was so 4.,4
"This was the
most wonderful feeling that she had ever known.",4
This little star was hers to keep.,
"She took
him in her hands and took care of him.",
She loved him with all of her heart.,4
"Gabriel gave her
so much joy in her life; she loved every minute of it.",4
Some time passed and the second little star came to her.,
"She also knew this star would be
a boy; she named him Javier.",
"And as with the first star, she took him in her hands and she
held him close to her heart.",
"She took care of him and loved him as much as she did her first
star.",4
Javier was such a beautiful star.,4
She couldn't believe her eyes.,7
The young woman was so thrilled to have two stars to love with all of her heart.,4
"Each time
she thought of them her eyes filled with tears of joy.",4
"Some time after, another little star came to her.",
"This one was also a boy so she named him
James.",
She took her new little star in her hands and she held him close to her heart.,
"She
cared for him and loved him as much as her first two little stars.",4
"He was so gorgeous she
couldn't believe this little star was also hers to keep.",4
Now she had three little stars to care for.,
She loved them all so very much.,4
"She watched
them grow and she admired them every day.",4
"She would take them out and show them to
the world.",
"As she enjoyed and took care of them, the years went by.",4
"She was in shock when the last two little stars that she had wished for came to her at the
same time.",7
She could hardly believe her good fortune.,7
"She had always wanted all boys but
when she had made her wish so long ago she had thought that this was too much to ask.",6
"The two new tiny stars were named Andrew and Adam Her other little stars: Gabriel, Javier
and James were so overwhelmed with joy that they wanted to help all the time.",4
The lady's heart was filled with joy.,4
She took her new little stars in her hands.,
"She held
them close to her heart and she cared for them.",4
"These two new stars were so tiny and
beautiful.",4
She had so much love in her.,4
She had enough to give all of them the love they needed.,4
They were all part of her life.,
They were hers to keep and love forever.,4
"As her five little stars grew, she would always tell them that she loved them all the same
and she always would.",4
"She promised that she would be there for them whenever they wouldneed her, just as they were there for her when she needed them.",
"Her wish had come true;
having five little stars was a joy.",4
Now she knows deep inside that when the time is right she would have to let go.,
"But even
at that time she will always hold them close to her heart and she'll be there when they need
a hug.",
"Five little stars that fell from the sky,
grow with all your might
let your bright lights shine,
Mom loves you all
so very, very much.",4
"Once upon the time, in a village, lived a mother and a daughter.",
They were every poor.,6
"In
this same village there also lived a very rich man.",
He was a chief in the village.,
"He was a
very bad chief.",2
"The people who lived in the village hated him, but they couldn't do anything
to him.",2
The poor people were forced to work in his fields.,6
He paid them so little.,6
"They had to
work all day long.",
The girl's mother had to be the chief's employee also.,
She too had to work all day long.,
When she got home she was exhausted.,
"Most time she fell asleep as soon as she arrived
home.",
